url,source_page,kind,status,error
https://www.cdnlight.com/SmartLighting/index.aspx,https://www.cdnlight.com/,page,404,http error
https://www.cdnlight.com/uploadfiles/,https://www.cdnlight.com/,page,404,http error
https://www.cdnlight.com/uploadfiles/undefined?T2ZmaWNlLnBuZw==,https://www.cdnlight.com/Projects/list.aspx?lcid=3,page,404,http error
https://www.cdnlight.com/uploadfiles/undefined?U2hvcCZNYWxsLnBuZw==,https://www.cdnlight.com/Projects/list.aspx?lcid=5,page,404,http error
https://www.cdnlight.com/uploadfiles/undefined,https://www.cdnlight.com/Projects/info.aspx?itemid=372,page,404,http error
